acousticness,danceability,duration_ms,energy,id,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0.122,0.687,448573,0.723,3pD0f7hSJg2XdQ6udw5Tey,0.00102,0.573,-4.751,1,0.0709,76.0,4,0.432
0.071,0.731,208507,0.881,17Ph3lPJTrq5t7esgouyFv,0.896,0.123,-6.541,1,0.0413,139.989,4,0.802
0.526,0.666,236880,0.711,2Lhdl74nwwVGOE2Gv35QuK,0.0,0.298,-4.227,0,0.075,79.755,4,0.884
0.000371,0.583,468067,0.918,0wZ0WzRg2EFYwgBBcliqLB,0.447,0.252,-9.534,0,0.0559,133.993,4,0.532
0.0322,0.579,211441,0.861,1hrsEHe39nYu1pJx0Nrxd7,0.0,0.106,-3.355,1,0.0388,90.008,4,0.735
0.383,0.553,250933,0.349,23LhOaRaK4ZIsMoImdViej,0.00108,0.112,-11.186,1,0.0329,91.037,4,0.378
0.002,0.61,227176,0.86,3voGdx8aQanOLidpYviMxU,0.0,0.373,-3.824,0,0.0762,131.055,4,0.219
0.082,0.796,278760,0.729,0ZBtXonwjdAbRo2UrD0Efq,0.0,0.302,-6.94,1,0.0488,111.496,4,0.578
0.0121,0.629,174267,0.744,19GwqgV5vvByoF4Xw7vsYf,0.0,0.163,-7.114,0,0.0318,121.957,4,0.653
0.00555,0.815,423773,0.714,7jQWJpZ68IeGVHvhutY77C,0.808,0.0641,-6.892,1,0.0571,127.018,4,0.208
0.0969,0.541,255987,0.468,3SZ3PXQYlfsjkZgQ63hUEQ,0.0,0.113,-7.224,1,0.0252,72.984,3,0.1
0.0015,0.627,223112,0.954,5TmFTHZp7HjBXjjsFvCY6h,0.000814,0.292,-4.804,1,0.0425,128.016,4,0.312
0.0478,0.868,223520,0.871,5LwPqhWijLpG9VWKtNqaJI,0.000633,0.0481,-6.179,1,0.136,116.944,4,0.838
0.0069,0.407,302813,0.673,3dkTbaMEfF8mqCNSSZKB5S,5.67e-06,0.16,-7.0,1,0.0295,145.052,4,0.306
0.145,0.297,205653,0.539,31TZG9ivW7nWl14OWVoCak,6.28e-05,0.131,-8.116,1,0.0341,185.945,3,0.521
0.047,0.513,231987,0.67,0CPzBQgXUssZ7fRx4vRFyB,0.0,0.0829,-7.302,1,0.0234,94.028,4,0.634
0.00485,0.803,211080,0.851,1CetnEx843dN0s9fT0CMhc,0.000358,0.0577,-2.429,1,0.0357,113.996,4,0.881
0.202,0.372,202907,0.458,33urH64GS9kWsY7u5U0iyk,0.0,0.302,-9.687,1,0.0284,63.349,4,0.0731
0.02,0.657,311949,0.912,4V0bAYLFWuf5yxRrJlUQY7,0.268,0.116,-5.243,1,0.0429,130.0,4,0.517
0.0188,0.643,220440,0.918,5Nx2m80AZGL0r4OmJ73atX,0.0,0.241,-4.557,1,0.0382,128.035,4,0.796
0.117,0.757,196533,0.922,5QwWlkDFe9OFltzyZsBDCx,1.53e-05,0.335,-5.409,1,0.0373,120.03,4,0.962
0.00199,0.575,181773,0.783,4uQKJfCF6vYNEcWsJwmo9y,0.0669,0.124,-11.072,1,0.0372,130.035,4,0.15
0.528,0.81,266840,0.538,0C80KJWvQWIGjbOiIurV1W,0.0,0.0951,-5.784,0,0.0356,109.97,4,0.828
0.157,0.197,233560,0.744,3R4zkUkFVAzqdT90uS7uLU,0.00122,0.433,-4.615,1,0.0361,169.453,4,0.74
0.166,0.918,255707,0.857,24NPziq3dayIMKppeI94Um,0.0003,0.0855,-5.032,0,0.0623,121.006,4,0.972
0.39,0.686,212373,0.688,4T6HLdP6OcAtqC6tGnQelG,1.03e-06,0.0924,-4.981,0,0.0254,123.125,4,0.493
0.269,0.64,262533,0.743,5fVZC9GiM4e8vu99W0Xf6J,0.0,0.101,-4.08,1,0.0379,122.035,4,0.361
0.0125,0.686,194213,0.789,5lUTzPuiloBHm1qEaJcJfF,0.0147,0.142,-4.713,0,0.23,172.976,4,0.72
0.135,0.501,216800,0.874,4kfnqBl1tInBUTqheJOQbB,0.0,0.35,-4.17,1,0.216,101.917,4,0.582
0.0141,0.623,205613,0.93,18lR4BzEs7e3qzc0KVkTpU,1.64e-06,0.138,-5.285,1,0.0324,120.119,4,0.287
0.201,0.264,211587,0.588,3ynPoljuplt6Wcl9NJTp1a,7.16e-05,0.113,-8.769,1,0.0425,180.046,3,0.249
0.244,0.67,191987,0.718,3Im9hMC5kFeU0p1JTKF0Xl,0.0,0.125,-5.255,1,0.0275,83.985,4,0.654
0.0169,0.579,240791,0.731,6PvYTAWLe9BfPAfjrwSTVF,0.0,0.224,-5.306,0,0.0295,111.987,4,0.183
0.7,0.566,273213,0.388,7CymEV1jHqnZS3407PykTV,0.0,0.115,-7.331,1,0.0346,131.764,4,0.308
0.321,0.434,224920,0.583,0Zl9Nr94AHoseXCLoUigGY,0.0195,0.303,-6.922,0,0.0261,69.356,4,0.3
0.00892,0.625,206120,0.882,30OWXDnm9WBsvmJdsGpw9O,0.00137,0.0727,-5.185,0,0.0412,126.046,4,0.637
0.135,0.692,213320,0.968,5f2ZVFERwwh3asebmurZEf,4.53e-06,0.062,-3.252,0,0.0364,111.906,4,0.901
0.000432,0.529,176193,0.919,0BYd7DPVf2tolERLvvllSb,0.00212,0.0777,-3.421,0,0.0355,144.997,4,0.666
0.000699,0.619,175148,0.962,5VFIPsjq4KRvsphqJUuZoj,0.000196,0.277,-5.319,1,0.0504,140.016,4,0.718
0.00662,0.627,212093,0.803,72Ai5Z6C8cbKwg1RLjEqWb,0.0,0.0453,-9.45,0,0.0363,136.99,4,0.72
0.0016,0.513,216653,0.917,2fWe3kyS3VrCeuE4R2K5tp,0.00259,0.176,-2.972,0,0.0706,145.91,4,0.482
0.0936,0.533,209253,0.731,066VpprkGzxtCrNMKFcVDD,5.35e-05,0.144,-5.013,1,0.0302,148.046,4,0.332
0.0443,0.67,209213,0.782,1D2mWLOcb3GlMKVrQnSEs7,0.32,0.0784,-7.802,1,0.0544,149.007,4,0.577
0.111,0.51,276453,0.417,0Bs7l7TMJVnQoqgjEh0zoD,6.36e-05,0.116,-7.583,1,0.0263,148.01,4,0.145
0.0919,0.56,184467,0.337,6Lqlf6U5w9MHolwixkMDf8,0.0,0.16,-9.457,0,0.0277,85.049,4,0.254
0.00211,0.679,190107,0.878,1NitjAE8Njd3dbeFP8xxJ5,0.187,0.223,-9.034,1,0.0687,129.997,4,0.729
0.0503,0.755,218053,0.765,4MloswMM3eu7dHZ7MOzW3i,0.0,0.0326,-4.328,1,0.0486,114.993,4,0.691
0.142,0.54,234013,0.648,1vK6997FuNyvHZ1UtB2Cs4,0.0,0.123,-7.573,1,0.0293,140.003,4,0.473
0.00949,0.526,232715,0.91,6WwIxSHZe8qDM2SHMisKeF,0.0,0.286,-4.722,1,0.0395,191.549,4,0.88
0.000252,0.74,378533,0.891,2thqdkZAtXbGv7MT7EDtFx,0.00165,0.0823,-7.602,1,0.0539,135.013,4,0.392
0.00022,0.762,151983,0.754,4LjfIjS8iweFCPdKxLnEoV,0.0665,0.146,-3.425,0,0.046,129.026,4,0.715
0.2,0.698,291107,0.826,0DtvOe5GB7CFqalrrV5DGi,0.00013,0.114,-6.261,1,0.031,92.409,4,0.502
0.000139,0.558,171981,0.913,2Wmbk3LHpslWJ7WJmWhv4B,0.943,0.0777,-9.366,1,0.178,136.056,4,0.116
0.0179,0.65,197747,0.924,7bCbmN6Hj6oKCtgBCS3vCd,1.22e-05,0.189,-6.845,0,0.0318,141.998,4,0.808
0.409,0.436,226893,0.799,5Wcr69poCJjMCxpqyEgi0T,0.0,0.124,-3.2,0,0.0332,144.058,4,0.359
0.335,0.862,444373,0.707,62cYasTwBy6Y7pstdSTmHu,0.000116,0.283,-6.243,0,0.0585,121.259,4,0.849
0.225,0.801,293067,0.454,12yGwtB2h9NlzeOKYfVYTF,0.0,0.226,-6.035,1,0.0371,125.139,4,0.34
0.000413,0.689,181413,0.902,3JKcYAuwka17j6pRjZiOLL,0.0329,0.305,-5.241,0,0.0306,140.035,4,0.535
0.0322,0.37,268320,0.883,0QAvJ73wGHw7IC3sis4nLE,3.42e-06,0.0996,-4.485,0,0.0556,143.618,4,0.132
0.16,0.824,226227,0.995,4gxikox1EWqRGG38IfL9LF,0.0,0.073,-6.057,1,0.134,131.98,4,0.907
0.212,0.681,264547,0.79,5RWORiPPEnwaniNnTqDf1c,0.0,0.403,-5.673,0,0.0713,88.508,4,0.695
0.000598,0.505,354613,0.856,3tGmReQqSskD3iQZpAOqXw,0.271,0.121,-10.508,1,0.042,134.99,4,0.404
0.137,0.765,198227,0.739,0n7WgacZXU3YjPIsDkZL2H,1.25e-05,0.173,-7.935,0,0.0893,139.939,4,0.422
0.00321,0.577,184053,0.885,2cq0GKhCzYHJ1nr4vWOL30,0.000287,0.222,-8.242,0,0.0358,127.963,4,0.747
0.055,0.733,249507,0.701,5XPpizt2S1gtSuPbFgUVBR,9.2e-05,0.169,-6.668,0,0.033,98.118,4,0.732
0.00286,0.5,211560,0.881,3BlLawNHPJzeeuIZjmF5HO,0.000155,0.11,-4.665,0,0.0384,92.063,4,0.863
0.0567,0.699,270000,0.692,2UmIV6L2kavGpZnti5YIrL,0.0161,0.129,-8.218,0,0.0332,121.863,4,0.609
0.462,0.486,212000,0.589,3DuHOCe1dbf3XKF8uoc5oM,0.0,0.109,-5.805,0,0.0385,170.049,4,0.331
0.0142,0.556,158732,0.501,6XrZpCEXMPT5YkXYJ4OSCf,0.0,0.107,-6.803,0,0.0307,134.101,4,0.714
0.0279,0.891,299040,0.64,7fC1YczdJQxdYZNHydqRSy,0.872,0.0738,-9.27,1,0.0677,124.988,4,0.886
0.108,0.697,184120,0.923,12d11KPfIpzbp5DDx1ML9H,2.11e-06,0.237,-4.41,1,0.0409,110.996,4,0.925
0.0326,0.773,199387,0.813,0aTbNrLDDUAQt7q9uEZDjm,3.77e-05,0.192,-4.609,0,0.0797,127.931,4,0.708
0.00868,0.249,257480,0.799,6dO3BORTrvbPge2INFUl5Y,1.78e-06,0.98,-5.594,0,0.0442,133.108,4,0.328
0.0674,0.792,202463,0.696,13s908qx7v2Qdrorwug6Uj,0.000317,0.0889,-5.075,0,0.0345,125.016,4,0.627
0.00259,0.727,209613,0.791,6IdM00a7LjBxc7eyJmhIpX,0.269,0.327,-8.684,1,0.0411,123.98,4,0.0642
0.000715,0.591,206533,0.897,3hWryMdeZG7v6zeoLFlbKK,0.421,0.126,-5.215,0,0.0385,133.012,4,0.309
0.000658,0.655,170760,0.798,4evORFR2OaJydEctT2CEgf,0.0,0.335,-7.137,1,0.131,128.103,4,0.855
0.0523,0.837,194867,0.79,1GbRmBC9dfclFz9fHqIPz8,6.59e-05,0.364,-6.839,1,0.0383,101.005,4,0.955
0.0302,0.632,201307,0.949,4eMbgfBGNcFv0AriFimABg,0.0,0.0871,-2.671,0,0.0593,164.118,4,0.969
0.173,0.697,268120,0.645,2ZpOQ2MJxce0xf1eKhobMR,0.0,0.0892,-4.27,1,0.0359,113.101,4,0.271
0.0148,0.636,209080,0.911,0pfvxkVRnUec002JW6Zi2A,0.0,0.284,-4.485,0,0.0662,125.045,4,0.798
0.144,0.368,207733,0.804,7ihRjTIzKNgLQowsFcYyzr,0.0,0.111,-6.042,1,0.0484,79.755,4,0.571
0.000486,0.56,433773,0.95,0G7kiPVnGwJm88dmMdMGFE,0.178,0.248,-5.341,0,0.0326,129.993,4,0.172
0.00171,0.741,204840,0.824,3LrhnBJIfu4lZMNpwQB1UH,0.862,0.283,-10.198,1,0.162,130.034,4,0.3
0.0525,0.739,215267,0.822,3LN4xDBXgRutQbJXcm0lcc,0.0,0.134,-7.016,1,0.111,120.048,4,0.733
0.062,0.663,174947,0.963,3LZcy50RaeepcERxdcOZ8p,0.00161,0.402,-7.008,0,0.0774,130.017,4,0.287
0.0652,0.72,280027,0.668,1BV0m40U0M4t1SLIsDnwZl,0.00664,0.0789,-7.928,1,0.0269,123.007,4,0.768
0.425,0.639,232413,0.652,5bPXGYhn9oWUgU8aLusjgf,1.35e-05,0.12,-6.285,1,0.0273,136.152,4,0.762
0.437,0.479,224680,0.804,5w7bgKbWWvZhMTg7mEDLgB,0.0,0.346,-4.049,1,0.0462,143.154,4,0.599
0.0272,0.6,208347,0.839,5drEcRu33ma2EsaKoN65Su,2.87e-06,0.319,-5.405,0,0.0327,137.999,4,0.43
0.00101,0.735,212280,0.826,3m7Fne4xA0bsKzEaWbNucr,0.129,0.197,-4.902,1,0.0349,132.964,4,0.74
0.000637,0.471,183280,0.969,0kSIB5NYxitOlUxZYJuARc,0.867,0.516,-7.637,0,0.0348,135.956,4,0.697
0.00924,0.453,361875,0.741,3cQbrHosVBoIL4jcuegb1C,0.682,0.114,-5.368,1,0.088,127.988,4,0.374
0.0497,0.405,176307,0.558,3Ka2Ti5ZreEHlp9R7BXyOj,0.0,0.186,-5.288,1,0.0264,165.912,4,0.467
0.00116,0.741,336294,0.979,0cUKcWVeHAayLVN6wGLiAG,0.69,0.813,-6.869,0,0.0639,140.005,4,0.728
0.0682,0.796,210240,0.572,3JdDBUiZ1UJv7J7RQqxEFF,7.82e-06,0.135,-7.019,0,0.0634,107.045,4,0.726
0.169,0.764,225373,0.65,4Tf94tAHtlQxjbeeyU3y7C,0.0,0.298,-6.114,0,0.0673,130.021,4,0.766
0.865,0.51,232853,0.376,0xM88xobymkMgg46MStfnV,0.000121,0.113,-10.995,1,0.0307,103.851,4,0.321
0.114,0.656,246721,0.89,1UqYgMJegke08Hl7J8Dnhm,0.00286,0.334,-5.811,0,0.0684,123.043,4,0.747
0.000327,0.669,219000,0.862,1TqSckVfkPVo2CWDcEvvT2,1.52e-05,0.108,-3.293,1,0.0858,120.066,4,0.847
0.00949,0.496,253173,0.875,7LK7dQtymjmIBM8O7wSeTp,0.000178,0.233,-4.071,0,0.0386,120.879,3,0.414
0.0525,0.423,214831,0.912,0wIhWLNLIOmzQ89B3rtTd3,0.0,0.245,-3.232,0,0.0615,145.942,4,0.338
0.0828,0.63,247947,0.782,6A6am7JK6SNzIKOGlU53sw,0.0,0.034,-5.44,0,0.132,140.144,4,0.418
0.0611,0.855,221507,0.749,2sdXCmHMlKDx7lQdeXTELW,0.0547,0.0451,-4.275,1,0.0583,125.003,4,0.916
0.00189,0.715,495328,0.827,4QIK9n5LdSf6P90n5frMpe,0.68,0.643,-7.961,1,0.0583,127.998,4,0.843
0.0961,0.888,241520,0.777,1z7FW0nlEBGtQWQ19kz7qp,3.14e-05,0.0514,-6.262,1,0.0505,118.998,4,0.876
0.013,0.706,175627,0.949,1CzuvdxBPze0TfSsT2H1T7,0.00736,0.359,-5.762,0,0.107,127.97,4,0.836
0.0394,0.693,195547,0.83,5be5Q3ltzfeeyKRYseod4B,0.0,0.163,-7.133,1,0.0449,119.985,4,0.908
0.115,0.61,219507,0.85,0fFwOP0s04AFBU4LwYxJ3X,5.54e-05,0.148,-5.409,1,0.0369,135.029,4,0.464
0.0018,0.59,212927,0.926,7bBEDtVmP86Zli3NmBV17y,0.0,0.0341,-4.023,0,0.0451,175.742,4,0.968
0.00847,0.566,197867,0.554,2f8rXpUhlKYsK1zUnHeSJj,0.0,0.0917,-8.112,0,0.034,78.01,4,0.291
0.0614,0.387,185787,0.72,6vffQLcnr9Dhlrn3vBNljM,0.0,0.171,-6.149,0,0.03,106.377,3,0.557
0.0624,0.697,241693,0.742,3EKPyldwz2zZgzJHswKypx,0.000126,0.287,-5.588,0,0.0255,120.025,4,0.624
0.0311,0.763,185933,0.81,2dOcfwJpfgGLcB4vPi8YXf,0.0,0.316,-5.118,0,0.0861,108.004,4,0.437
0.0202,0.627,187013,0.764,4yDTF2D1QtFhwaX0puwd8Y,0.0,0.0855,-10.022,1,0.0371,96.97,4,0.815
0.196,0.533,227680,0.81,38NDTAqH3BUgjYugbOl17o,0.0,0.983,-5.089,1,0.0332,94.684,4,0.741
0.0279,0.485,213773,0.943,0Xso5XdadL4sn1YO2T1qY4,1.08e-06,0.282,-3.301,0,0.0601,139.96,4,0.546
0.000168,0.512,209840,0.751,4zdf0FuRioClijrZyAou9i,4.35e-05,0.168,-5.784,1,0.0463,144.005,4,0.559
0.0101,0.948,180562,0.765,3C2kiuxKmZN62dP6w7LO70,0.827,0.106,-7.435,1,0.0579,125.059,4,0.828
0.00298,0.545,202533,0.966,5UhpYsnGYN3UleqcuwtICA,0.00031,0.368,-4.778,0,0.0513,136.015,4,0.444
0.231,0.714,193760,0.55,7ITkdMcrxpECl8NLkpC2Ed,0.0,0.0726,-7.834,1,0.0303,96.069,4,0.661
0.014,0.693,203147,0.905,1DYtNWd53jx2GRUAuYkcwE,0.726,0.335,-8.68,0,0.0628,149.018,4,0.222
0.0715,0.685,221820,0.881,6V67lbGcFGWofB87zqA8Zm,0.0,0.252,-3.536,1,0.0303,130.023,4,0.575
0.00238,0.755,185825,0.803,7aOwnaL8VrZILkILyyUM3P,0.688,0.104,-9.046,1,0.0478,124.002,4,0.406
0.0306,0.794,248000,0.758,6Gm1Eym26iEc9H6wkwbKYm,1.38e-06,0.269,-6.289,1,0.0713,115.99,4,0.821
0.0259,0.587,208027,0.748,5bJ3imTI0ErWNsFWEgi5F8,0.0,0.145,-7.621,1,0.035,129.956,4,0.25
0.0546,0.71,221720,0.738,1GqYqYucjdgU2mYggk9BrM,3.92e-06,0.358,-6.935,0,0.187,76.515,4,0.892
6.52e-05,0.584,212400,0.699,1ctdfJSzp6qF2iDAVdDrfl,6.05e-05,0.486,-6.065,0,0.0378,82.499,4,0.585
0.154,0.283,195484,0.996,2E9vBYUlcZ5Gkn5HyKa2Ty,0.545,0.406,-4.093,0,0.0787,122.717,4,0.267
0.158,0.571,180840,0.836,79wnk2EyIlRKk0V6H3gjM3,0.0,0.0967,-6.098,1,0.029,91.525,4,0.742
0.764,0.518,219840,0.354,6vhYDNMZgffPwcdXdvMqCS,0.00055,0.114,-9.141,1,0.029,137.749,4,0.315
0.00817,0.411,156000,0.959,31pITHYFBUbmsGusvYZYDG,0.0,0.22,-4.829,0,0.075,164.247,4,0.538
0.0336,0.835,267080,0.669,6tXjP6xgPJ7Xr1igrO6bOE,6.92e-05,0.0535,-5.582,0,0.0643,122.668,4,0.542
0.0131,0.546,82399,0.546,0KQE68hgRXf7tvND6TYr51,0.000883,0.685,-8.298,0,0.0795,133.842,4,0.323
0.03,0.649,253813,0.552,0JEqGkvUiMTQmFY6sgL9kg,6.47e-06,0.111,-5.419,0,0.0292,89.969,4,0.158
0.169,0.804,200517,0.828,6GXWsLL2g1ud5wHFN23Q3h,0.0,0.441,-5.31,1,0.0949,128.053,4,0.81
0.00175,0.632,184800,0.876,49TipugO6FB7Ykrlp1MPc8,0.000348,0.11,-5.461,1,0.0274,124.04,4,0.922
0.0149,0.737,231173,0.615,5kTvymHsmlmcy5yQWbWO1U,0.0,0.102,-3.76,1,0.0317,110.023,4,0.41
0.25,0.788,251240,0.844,6ic8OlLUNEATToEFU3xmaH,0.000678,0.0723,-3.131,1,0.0334,113.324,4,0.382
0.000793,0.554,215253,0.827,1zVFJdwpG1NWjOQryHzG0x,0.0,0.146,-4.727,0,0.0406,126.077,4,0.839
0.208,0.277,290840,0.724,4BhqnM5lktowwfHqq2JYhg,2.91e-06,0.119,-4.849,1,0.0387,152.717,3,0.13
0.0306,0.628,320827,0.838,6Il7pbwZ8lHGleawSOddNk,0.027,0.124,-2.861,1,0.0305,126.979,4,0.518
0.144,0.695,196173,0.742,19J8sPPLesiunEdDHvAHjo,0.000274,0.0956,-6.201,1,0.0313,125.01,4,0.834
8.61e-05,0.67,173547,0.583,7i3qhnxYFlgddPvGyhN26T,6.81e-05,0.049,-6.809,0,0.035,112.008,4,0.491
0.00133,0.767,209800,0.881,1mvZErZBp7WZT3HfGBykao,0.000139,0.0551,-3.988,1,0.0301,130.018,4,0.961
0.38,0.32,211853,0.574,3jw3qNLVrfLgLodYh0I7id,0.0,0.111,-5.415,1,0.0312,166.496,4,0.383
0.715,0.561,218760,0.306,5A5RoEPhOr4TzKA2dRxNl0,2.48e-05,0.19,-6.609,1,0.0322,119.718,4,0.183
0.00247,0.775,162827,0.94,4cMUmY5fKDaDjuFmKPA21r,0.755,0.0655,-7.274,0,0.0634,129.975,4,0.739
0.0459,0.616,252040,0.91,3RlsVPIIs5KFhLFhxZ4iDF,0.0,0.343,-3.004,1,0.0386,144.073,4,0.693
0.0363,0.871,347147,0.733,7H9avNUotybPsketiKW0Xm,0.0491,0.0697,-5.727,1,0.0612,127.938,4,0.966
0.000658,0.718,364093,0.816,6clXep5hd1e7j7RS2CEA6g,0.155,0.631,-9.353,0,0.0515,127.015,4,0.233
0.0247,0.484,175652,0.846,784xH4AbJcOWFNx0YUqBGT,0.853,0.131,-12.159,0,0.0414,137.961,4,0.625
0.000194,0.32,257787,0.839,2CKed6p1cEtbpYqAlco9O9,4.74e-05,0.076,-3.58,1,0.051,152.969,4,0.22
0.0021,0.45,255652,0.849,2nXWKf0GXbFby4posGqEht,1.61e-06,0.195,-3.881,1,0.0344,143.904,4,0.336
0.466,0.46,298187,0.509,2YaGZvBfkQ4jiD5cMLIFQV,0.000434,0.122,-7.666,1,0.0263,77.613,4,0.194
0.0371,0.762,217693,0.705,3bWF82Lj8kka5lIxNVi7CD,0.0,0.332,-4.504,0,0.032,114.001,4,0.876
0.868,0.477,252507,0.276,1NVecyaAjxUu2FJaeBO6yq,0.0,0.0739,-7.978,1,0.0348,155.068,3,0.147
0.594,0.688,196227,0.477,1lkvpmrCaXK8QtliFDcHBO,0.0,0.115,-6.681,1,0.036,127.866,4,0.257
0.0137,0.578,231293,0.947,3i7ndkPxwCaoUdlROT2BME,0.0314,0.717,-5.582,0,0.0345,131.988,4,0.503
0.0236,0.621,281472,0.429,67mDgX3giu6OQQuZTljAq7,0.0,0.291,-9.47,1,0.0498,90.034,4,0.497
0.000324,0.412,175369,0.996,4pTdODQ275jycFG0omKxdg,0.987,0.377,-6.262,0,0.233,138.066,4,0.0892
0.0736,0.677,259187,0.452,2HPVtKMWRlP1r9ODenvePM,0.0065,0.0969,-6.468,1,0.0332,72.78,4,0.595
0.0026,0.788,197973,0.837,0tmGhYIl0sK6ypL1b0QAGe,0.157,0.0697,-8.409,1,0.0573,145.021,4,0.939
0.00186,0.471,211093,0.696,5lcV57jv8NfKGCQMRVKz3Q,0.000681,0.0937,-7.01,1,0.0855,126.962,4,0.387
6.71e-05,0.496,196184,0.983,55PwCrUJfsYnuKtTr250kK,6.11e-05,0.109,-5.46,1,0.22,138.945,4,0.11
0.0527,0.936,240453,0.743,0SLsKNkQdnV27JF0UdUNSS,0.00261,0.358,-7.237,0,0.255,129.994,4,0.921
0.554,0.561,273800,0.436,3md1QXAi82tUh1FkJP7K2Y,0.0,0.217,-8.375,1,0.0285,96.032,4,0.308
0.0077,0.519,184918,0.931,6yM1Ma2H6V7h8ArdCrUJlF,2.01e-05,0.0784,-3.101,0,0.0448,127.913,4,0.416
0.471,0.661,256120,0.613,40efaM6YEmp14UuYP44Hd0,0.0,0.0643,-8.904,1,0.027,97.871,4,0.603
0.246,0.492,265587,0.648,09144mOymDBeuOMnarpaBM,0.0,0.342,-7.8,1,0.0246,82.001,4,0.443
0.00125,0.397,191293,0.839,7v9Ne4758aGFfFc5avh89h,0.0,0.576,-6.674,1,0.102,116.947,4,0.764
0.000234,0.806,344633,0.972,7wkyDD7qGJvDK3iyKJ33Ic,0.919,0.0562,-4.895,1,0.0488,124.988,4,0.484
0.0239,0.911,156827,0.595,0m5QqHgGyOu3wGKCW2fLI4,0.0,0.315,-9.886,1,0.0672,100.968,4,0.813
0.00879,0.734,191253,0.963,3kZeBFQWZVNpHEEFMMLmPJ,8.01e-06,0.121,-6.718,0,0.0369,128.033,4,0.978
0.00283,0.765,364307,0.718,1BpRWx7BwTSDMnbCSJ88V2,0.746,0.1,-8.807,1,0.11,127.983,4,0.552
0.49,0.475,212707,0.5,0nAKwLwzpqggnhW12FUtZZ,1.77e-06,0.0972,-7.532,1,0.031,78.313,3,0.224
0.0796,0.623,170855,0.964,4SINggopbLyLKXm1hTi4j3,0.0,0.339,-3.683,1,0.0896,141.009,4,0.868
0.326,0.207,241147,0.46,2NCKFPU6KeXHC7mbrnRfo6,0.0,0.297,-6.424,1,0.0336,152.999,3,0.223
0.881,0.664,99067,0.194,4M1CnDVzxU4O5CW5Q6TNAy,2.8e-06,0.103,-16.589,1,0.0472,116.143,3,0.372
0.188,0.638,262467,0.656,7wZUrN8oemZfsEd1CGkbXE,0.0,0.146,-5.886,1,0.0357,104.036,4,0.225
0.128,0.51,201000,0.786,38WvSiejfam4s6eZXgdWuo,0.704,0.0656,-7.419,0,0.135,126.965,4,0.425
0.122,0.744,229038,0.807,1WC335J18GczkuNO1Eo6he,1.43e-05,0.0588,-7.435,0,0.0292,129.975,3,0.393
0.267,0.853,258813,0.762,1rhlWjJHCgxCWetBwQyiKH,0.79,0.146,-6.338,0,0.179,119.988,4,0.792
0.000168,0.535,214573,0.981,6n2VHhh1mTS2N1k7wc4eQq,0.519,0.447,-5.441,1,0.0434,137.953,4,0.84
0.466,0.7,172987,0.694,1R1NmaS6zBq4iVaI9jt0Hp,0.0,0.161,-6.982,1,0.0859,135.024,4,0.551
0.0443,0.77,190253,0.747,3P5LP0QEswwTGJSlESoeB5,0.0,0.0864,-6.626,1,0.135,96.001,4,0.926
0.774,0.598,199080,0.558,2BWsBkFYwOTCWfF9ZkTMG7,4.95e-06,0.122,-6.864,1,0.0262,98.026,4,0.337
0.00139,0.974,349933,0.352,7o32WrNew7Rdex4OKb8RDK,0.56,0.175,-7.076,0,0.351,127.089,4,0.801
0.0219,0.91,194013,0.835,3WkErY9v0VNe6yK8HYW6k2,0.000276,0.311,-3.889,1,0.158,124.994,4,0.702
0.00272,0.517,211520,0.906,3l9CW99AHtExIRV4hW2N5m,9.26e-06,0.113,-3.677,1,0.0735,172.977,4,0.731
0.0778,0.51,221373,0.867,7j1L1FdPJ5NHMkkHnTaHJ2,0.0,0.07,-3.436,1,0.034,127.19,4,0.43
0.0217,0.507,217400,0.702,46SY5hnWXXwQruqfYwBIgv,0.000527,0.0713,-5.898,1,0.0322,169.842,4,0.302
0.0877,0.651,215947,0.857,4gHUYuLh5t2rpsXEiBs4k9,0.0,0.118,-3.657,1,0.0266,120.997,4,0.638
0.318,0.614,210507,0.471,2OuNgtXKeCSORKqdl0MxKk,0.0,0.11,-6.087,0,0.0256,80.024,4,0.32
0.0969,0.335,215480,0.519,3mX2fd7X7qStHbtUFUQ0Xx,0.0,0.109,-6.184,1,0.0301,142.56,4,0.153
0.376,0.471,203787,0.624,5yf18zTAnTbM1sIUGRMHW6,0.000141,0.105,-6.05,1,0.0376,190.12,4,0.486
0.000433,0.453,211907,0.915,45TyDwIRFFSib4HMkRmBPx,0.0594,0.323,-6.157,0,0.0421,128.036,4,0.666
0.0193,0.439,206000,0.906,3zcmWxxUA7Em7X3IBqZGUo,0.0,0.373,-4.8,1,0.0439,161.905,4,0.687
4.02e-05,0.528,165962,0.878,0MYsl49u66D1eweEkAfEPy,0.824,0.169,-7.288,0,0.0376,130.022,4,0.352
0.34,0.447,206147,0.672,2ncUdMxM4114QbyHvrZCWz,1.96e-06,0.138,-4.465,1,0.0306,133.389,4,0.428
0.00208,0.499,185693,0.842,1fwTjD1qQQlg6nY9BKMzDb,0.0482,0.518,-3.053,1,0.0601,125.93,4,0.376
0.266,0.793,219800,0.859,1zusIxNqJu8i4g6P6hJ2Qa,0.000356,0.139,-3.774,1,0.0332,129.912,4,0.964
0.00922,0.669,160240,0.693,0SK29QCTG0XZiwsbboyzfC,0.000114,0.0614,-5.018,0,0.0451,110.392,4,0.523
