,song_id,name_song,listOfNames_song,artist_id,name_artist,listOfNames_artist
6039,5026,'k Wis Niet Dat Je Kwaad Werd,"[""'k Wis Niet Dat Je Kwaad Werd""]",2276,Pleps,['Pleps']
5873,5027,Papillon,['Papillon'],2222,Nicole ((DEU)),['Nicole ((DEU))']
6053,5050,Jackie Wilson Said,['Jackie Wilson Said'],2287,Kevin Rowland & Dexys Midnight Runners,"['Kevin Rowland & Dexys Midnight Runners', 'Kevin Rowland & De']"
1888,5053,When We're Dancing,"[""When We're Dancing""]",609,George Baker Selection,['George Baker Selection']
2211,5054,Twenty Four Hours,['Twenty Four Hours'],745,Earth & Fire,['Earth & Fire']
6055,5056,Die Hard Lover,['Die Hard Lover'],2289,Loverde & Patrick Cowley,['Loverde & Patrick Cowley']
6024,5072,Shoot Your Shot,['Shoot Your Shot'],2272,Divine ((= Harris Glenn Milstead)),['Divine ((= Harris Glenn Milstead))']
6086,5075,M'n Good Old Ducky,"[""M'n Good Old Ducky""]",2295,Tina Trucker,['Tina Trucker']
5299,5088,Goodbye,['Goodbye'],1969,Spargo,['Spargo']
6094,5090,Vang Me,['Vang Me'],2298,Cherry,['Cherry']
4411,5098,Dat Kump Der Now Van,['Dat Kump Der Now Van'],1586,Normaal,['Normaal']
6099,5099,Een Vrouw Zoals Jij,['Een Vrouw Zoals Jij'],2301,Hans De Booy,['Hans De Booy']
6102,5101,Niemand Laat Zijn Eigen Kind Alleen,['Niemand Laat Zijn Eigen Kind Alleen'],2302,Willy en Willeke,['Willy en Willeke']
6103,5102,Break It Out,['Break It Out'],2303,Lisa ((Boray)),['Lisa ((Boray))']
6105,5104,Giddyap A Gogo,['Giddyap A Gogo'],2305,Ad Visser & Daniel Sahuleka,['Ad Visser & Daniel Sahuleka']
5952,5112,Put That Pretty Smile Upon Your Face,['Put That Pretty Smile Upon Your Face'],2253,Bennet & Bee,['Bennet & Bee']
3178,5113,Polonaise Achteruit,['Polonaise Achteruit'],1102,Arie Ribbens,['Arie Ribbens']
6112,5114,Fadeaway,['Fadeaway'],2309,Loz Netto,['Loz Netto']
6114,5116,"ExtendeDanc""EP""lay : Twisting By The Pool","['ExtendeDanc""EP""lay : Twisting By The Pool']",2311,D!re Stra!ts,['D!re Stra!ts']
6057,5129,I've Got Mine,"[""I've Got Mine""]",2290,UB40,['UB40']
2212,5130,Jack Is Back,['Jack Is Back'],745,Earth & Fire,['Earth & Fire']
6134,5135,"Baby, Come To Me","['Baby, Come To Me']",2319,Quincy Jones presents Patti Austin (Duet with James Ingram),"['Quincy Jones presents Patti Austin (Duet with James Ingram)', 'Quincy Jones presents Patti Austin (Duet ']"
5645,5137,De Tijger Is Los,['De Tijger Is Los'],2114,Peter Koelewijn en Zijn Rockets,['Peter Koelewijn en Zijn Rockets']
6025,5142,Shake It Up,['Shake It Up'],2272,Divine ((= Harris Glenn Milstead)),['Divine ((= Harris Glenn Milstead))']
5684,5143,Such Luck!,['Such Luck!'],2132,Daniel Sahuleka,['Daniel Sahuleka']
5874,5151,Ik Hou Toch Van Jou,['Ik Hou Toch Van Jou'],2222,Nicole ((DEU)),['Nicole ((DEU))']
4412,5154,De Boer Is Troef,['De Boer Is Troef'],1586,Normaal,['Normaal']
5264,5159,Nescio,['Nescio'],1962,The Nits,['The Nits']
6162,5163,Don't Wanna Live Without You,"[""Don't Wanna Live Without You""]",2332,Aristakes,['Aristakes']
6167,5169,Sing Me A Song,['Sing Me A Song'],2336,Bernadette,['Bernadette']
6043,5178,America En Oude Pekela,['America En Oude Pekela'],2279,The Dutch Boys,['The Dutch Boys']
6217,5187,Rawhide,['Rawhide'],2346,The Chaps,['The Chaps']
2213,5216,The Two Of Us,['The Two Of Us'],745,Earth & Fire,['Earth & Fire']
3804,5222,Julie,['Julie'],1311,Arne Jansen & Les Cigales,['Arne Jansen & Les Cigales']
4413,5231,Heidi,['Heidi'],1586,Normaal,['Normaal']
6249,5237,Thought I'd Ring You,"[""Thought I'd Ring You""]",2361,Alain Delon & Shirley Bassey,['Alain Delon & Shirley Bassey']
4974,5241,'t Kan Vriezen 't Kan Dooien,"[""'t Kan Vriezen 't Kan Dooien""]",1820,Robert Paul,['Robert Paul']
6254,5249,In De Disco,['In De Disco'],2365,Noodweer,['Noodweer']
6263,5260,I O U,['I O U'],2371,Freeez,['Freeez']
5300,5264,Do You Like Me,['Do You Like Me'],1969,Spargo,['Spargo']
6270,5272,Do It Again Medley With Billie Jean,['Do It Again Medley With Billie Jean'],2376,Club House,['Club House']
6279,5282,My Love Won't Let You Down,"[""My Love Won't Let You Down""]",2382,Nathalie ((BEL)),['Nathalie ((BEL))']
6280,5283,Kom In Mijn Armen,['Kom In Mijn Armen'],2383,Ciska Peters & Aristakes,['Ciska Peters & Aristakes']
5646,5291,Een Hete Zomer,['Een Hete Zomer'],2114,Peter Koelewijn en Zijn Rockets,['Peter Koelewijn en Zijn Rockets']
5938,5309,"ZzZwiet, Zwiet Honniebie","['ZzZwiet, Zwiet Honniebie']",2248,Tineke Schouten,['Tineke Schouten']
6026,5312,Love Reaction,['Love Reaction'],2272,Divine ((= Harris Glenn Milstead)),['Divine ((= Harris Glenn Milstead))']
5832,5317,Burn It Up (Mr. D.J.),"['Burn It Up (Mr. D.J.)', 'Burn It Up ', 'Mr. D.J.', 'Burn It Up Mr. D.J.']",2198,Risqué,['Risqué']
5066,5326,(Don't You Ever) Shop Around,"[""(Don't You Ever) Shop Around"", ""Don't You Ever"", ""Don't You Ever Shop Around""]",1856,Babe,['Babe']
5875,5332,Als De Bloemen Huilen Konden,['Als De Bloemen Huilen Konden'],2222,Nicole ((DEU)),['Nicole ((DEU))']
6320,5350,My Boy,['My Boy'],2406,The Jodelles,['The Jodelles']
3805,5351,Als 'n Meeuw In De Wind,"[""Als 'n Meeuw In De Wind""]",1311,Arne Jansen & Les Cigales,['Arne Jansen & Les Cigales']
6322,5354,Manhattan,['Manhattan'],2408,G'race,"[""G'race""]"
6327,5359,Can't Stop Running....,"[""Can't Stop Running....""]",2411,Space Monkey,['Space Monkey']
6328,5361,Shadow On The Wall,['Shadow On The Wall'],2412,Mike Oldfield and Roger Chapman,['Mike Oldfield and Roger Chapman']
6335,5367,Motormania,['Motormania'],2415,Roman Holliday,['Roman Holliday']
3355,5376,In 't Diepst Van Je Hart,"[""In 't Diepst Van Je Hart""]",1162,Frank & Mirella,['Frank & Mirella']
6338,5383,Stop Doggin' Me Around,"[""Stop Doggin' Me Around""]",2418,Klique,['Klique']
5265,5388,Sketches Of Spain,['Sketches Of Spain'],1962,The Nits,['The Nits']
6361,5398,Schlagerfestival,['Schlagerfestival'],2423,Dennie Christian & Roy Black,['Dennie Christian & Roy Black']
6101,5403,Thuis Ben,['Thuis Ben'],2301,Hans De Booy,['Hans De Booy']
6364,5406,Fraction Too Much Friction,['Fraction Too Much Friction'],2426,Tim Finn,['Tim Finn']
6305,5408,I Got Rhythm,['I Got Rhythm'],2396,The Broads,['The Broads']
4621,5413,Let No Man Put Us Under,['Let No Man Put Us Under'],1669,First Choice,['First Choice']
4458,5415,Olé En Marie Doet Niet Mee,['Olé En Marie Doet Niet Mee'],1594,De Havenzangers,['De Havenzangers']
6373,5421,Steamhammer Sam,['Steamhammer Sam'],2431,Intaferon,['Intaferon']
6374,5422,Listen To The Radio (Atmospherics),"['Listen To The Radio (Atmospherics)', 'Listen To The Radio ', 'Atmospherics', 'Listen To The Radio Atmospherics']",2432,Tom Robinson,['Tom Robinson']
5611,5425,The Universal Song,['The Universal Song'],2110,Kim Carnes,['Kim Carnes']
6384,5433,How About It,['How About It'],2437,MDMC : Modern Dancable Music Company,['MDMC : Modern Dancable Music Company']
4551,5441,Als Ze Me Missen...,['Als Ze Me Missen...'],1636,Nico Haak,['Nico Haak']
6390,5446,"So Long, Marianne","['So Long, Marianne']",2443,José & Ron Brandsteder,['José & Ron Brandsteder']
2445,5451,The Country Disco Train,['The Country Disco Train'],828,Saskia & Serge,['Saskia & Serge']
6392,5452,Soul chacha,['Soul chacha'],2445,Eddy and The Soulband,['Eddy and The Soulband']
6323,5466,Dr. Rhythm,['Dr. Rhythm'],2408,G'race,"[""G'race""]"
5301,5476,Lady,['Lady'],1969,Spargo,['Spargo']
6365,5479,Through The Years,['Through The Years'],2426,Tim Finn,['Tim Finn']
6486,5481,Swing Is The Thing,['Swing Is The Thing'],2460,The Deep River Quartet,['The Deep River Quartet']
6215,5484,My Guy's... ...Mad At Me,"[""My Guy's... ...Mad At Me""]",2345,Tracey Ullman,['Tracey Ullman']
6500,5496,All Right Here I Am,['All Right Here I Am'],2468,Jerney Kaagman,['Jerney Kaagman']
6517,5506,The Flyer,['The Flyer'],2475,Diethelm/Famulari,"['Diethelm', 'Famulari']"
5785,5518,Reach Out,['Reach Out'],2174,Time Bandits,['Time Bandits']
6534,5521,Tattoo Song,['Tattoo Song'],2482,Herman Brood & The Wild Romance,['Herman Brood & The Wild Romance']
4415,5529,De Klok Op... Rock,['De Klok Op... Rock'],1586,Normaal,['Normaal']
3755,5532,Move,['Move'],1291,The Trammps,['The Trammps']
4596,5550,Demasiado Coraz̃on,['Demasiado Coraz̃on'],1653,Mink DeVille,['Mink DeVille']
6558,5566,A Whiter Shade Of Pale,['A Whiter Shade Of Pale'],2498,O'chi Brown,"[""O'chi Brown""]"
6560,5568,All Of You,['All Of You'],2500,Julio Iglesias & Diana Ross,['Julio Iglesias & Diana Ross']
6562,5572,Cassandra,['Cassandra'],2502,Bonnie & José,['Bonnie & José']
6324,5573,Jay-O-Dee,"['Jay-O-Dee', 'Jay']",2408,G'race,"[""G'race""]"
6575,5578,Breakdance ...There's No Stopping Us,"[""Breakdance ...There's No Stopping Us""]",2505,Ollie and Jerry,['Ollie and Jerry']
6587,5586,Telefoonbaby,['Telefoonbaby'],2512,John Spencer en Lyda,['John Spencer en Lyda']
6590,5589,You Don't Love Me,"[""You Don't Love Me""]",2515,Marilyn,['Marilyn']
3475,5594,I'm Your Son South America,"[""I'm Your Son South America""]",1212,Silvio,['Silvio']
6613,5602,Not The Dancing Kind,['Not The Dancing Kind'],2522,Ruud Gullit,['Ruud Gullit']
6261,5605,Vivace,['Vivace'],2369,Berdien Stenberg,['Berdien Stenberg']
4975,5613,Heb Ik Daar M'n Schoenen Voor Gepoetst!,"[""Heb Ik Daar M'n Schoenen Voor Gepoetst!""]",1820,Robert Paul,['Robert Paul']
4416,5615,Politiek,['Politiek'],1586,Normaal,['Normaal']
6644,5618,Ménage À Trois,['Ménage À Trois'],2528,K Ram,['K Ram']
2870,5619,Souvenirs Del Sol,['Souvenirs Del Sol'],1007,Debbie,['Debbie']
5208,5624,Standing In The Twilight,['Standing In The Twilight'],1931,Maywood,['Maywood']
6662,5648,Woodpeckers From Space,['Woodpeckers From Space'],2536,Video Kids,['Video Kids']
6669,5654,Tinsel Town In The Rain,['Tinsel Town In The Rain'],2539,The Blue Nile,['The Blue Nile']
3162,5656,Heeft Een Kind Een Toekomst,['Heeft Een Kind Een Toekomst'],1092,Robert Long,['Robert Long']
5012,5664,Lost In Music [Special 1984 Nile Rodgers Remix],['Lost In Music [Special 1984 Nile Rodgers Remix]'],1835,Sister Sledge,['Sister Sledge']
3356,5674,"Stille Liefde, Stil Verdriet","['Stille Liefde, Stil Verdriet']",1162,Frank & Mirella,['Frank & Mirella']
6673,5678,Het Kleine Café Aan De Haven,['Het Kleine Café Aan De Haven'],2543,Meadow,['Meadow']
3250,5679,Hot Havanna Nights,['Hot Havanna Nights'],1122,Albert West,['Albert West']
2871,5696,Everybody Join Hands [Nieuwe Versie],['Everybody Join Hands [Nieuwe Versie]'],1007,Debbie,['Debbie']
6695,5706,Eeuwige Kerst,['Eeuwige Kerst'],2551,Annie Schilder & Koor Kinderen Voor Kinderen & Het Goede Doel,['Annie Schilder & Koor Kinderen Voor Kinderen & Het Goede Doel']
3001,5730,"Brinkman, Minister Brinkman .......","['Brinkman, Minister Brinkman .......']",1049,Vader Abraham,['Vader Abraham']
3858,5732,Mijn Opoe Heeft Een Zadel Op D'r Rug,"[""Mijn Opoe Heeft Een Zadel Op D'r Rug""]",1343,Andre Van Duin,['Andre Van Duin']
6722,5742,Het Grote Reclamelied,['Het Grote Reclamelied'],2567,Frans Peters en Het Sterrenteam,['Frans Peters en Het Sterrenteam']
6569,5751,Am I Losing You Forever,['Am I Losing You Forever'],2504,Mai Tai,['Mai Tai']
6732,5753,Yaki Taki Oowah!,['Yaki Taki Oowah!'],2570,Gigantjes,['Gigantjes']
6747,5771,Let's Dance Tonight,"[""Let's Dance Tonight""]",2577,Pia Zadora,['Pia Zadora']
6751,5775,"Gimme, Gimme, Gimme","['Gimme, Gimme, Gimme']",2580,Narada Michael Walden (Duet with Patti Austin),"['Narada Michael Walden (Duet with Patti Austin)', 'Narada Michael Walden (Duet ']"
6697,5776,Rode Rozen En Witte Seringen,['Rode Rozen En Witte Seringen'],2552,Jantje Koopmans en Zijn Band,['Jantje Koopmans en Zijn Band']
6772,5783,Mi Amor,['Mi Amor'],2585,Audrey Landers & Camilo Sesto,['Audrey Landers & Camilo Sesto']
6775,5793,Let's Go Dancin',"[""Let's Go Dancin'""]",2588,Novo Band,['Novo Band']
6778,5794,The Bird,['The Bird'],2589,Morris Day & The Time,['Morris Day & The Time']
4418,5830,Kom D'r Bi-j,"[""Kom D'r Bi-j"", ""Kom D'r Bi""]",1586,Normaal,['Normaal']
6856,5861,Desert Moon,['Desert Moon'],2617,Dennis De Young,['Dennis De Young']
6857,5863,Blackstar,['Blackstar'],2618,Georgie Davis,['Georgie Davis']
6493,5864,Mengelmoes,['Mengelmoes'],2463,Danny De Munk,['Danny De Munk']
6533,5868,This Is Our Time,['This Is Our Time'],2481,Band Of Gold,['Band Of Gold']
5597,5873,Bandolero,['Bandolero'],2106,Vanessa,['Vanessa']
6563,5879,Zoals Vrienden Doen,['Zoals Vrienden Doen'],2502,Bonnie & José,['Bonnie & José']
6871,5887,Japanese Lovesong,['Japanese Lovesong'],2628,Ten Sharp,['Ten Sharp']
6899,5907,5 Minutes,['5 Minutes'],2637,Mainframe,['Mainframe']
6905,5918,Say I'm Your No. 1,"[""Say I'm Your No. 1""]",2640,Princess,['Princess']
3251,5919,Munich Night,['Munich Night'],1122,Albert West,['Albert West']
6918,5925,All Of Me For All Of You,['All Of Me For All Of You'],2645,9.9,['9.9']
6921,5931,Red Skies,['Red Skies'],2648,Boom Boom Mancini,['Boom Boom Mancini']
6923,5939,Reach Out And Touch,['Reach Out And Touch'],2650,Henny Huisman en Soundmixers Voor Zonnebloem,"['Henny Huisman en Soundmixers Voor Zonnebloem', 'Henny Huisman en Soundmi']"
5787,5941,Dancing On A String,['Dancing On A String'],2174,Time Bandits,['Time Bandits']
6924,5942,Into The Groove Medley - The Madonna Hits,"['Into The Groove Medley - The Madonna Hits', 'Into The Groove Medley ']",2651,Mirage,['Mirage']
6938,5950,You're The Inspiration,"[""You're The Inspiration""]",2656,New Jersey Mass Choir,['New Jersey Mass Choir']
4283,5954,Al Jouw Woorden Zijn Te Veel,['Al Jouw Woorden Zijn Te Veel'],1538,André Hazes,['André Hazes']
6943,5963,Sun City,['Sun City'],2661,Artists United Against Apartheid,['Artists United Against Apartheid']
6944,5968,Takes A Little Time,['Takes A Little Time'],2662,Total Contrast,['Total Contrast']
6947,5974,Sophietje,['Sophietje'],2664,De Vrolijke Vagebonden,['De Vrolijke Vagebonden']
6959,5988,The Show,['The Show'],2671,Doug E. Fresh & The Get Fresh Crew,['Doug E. Fresh & The Get Fresh Crew']
6960,5989,You're A Friend Of Mine,"[""You're A Friend Of Mine""]",2672,Clarence Clemons and Jackson Browne,['Clarence Clemons and Jackson Browne']
6979,5994,Run To Me - Live From Ahoy Gala '85,"[""Run To Me - Live From Ahoy Gala '85"", 'Run To Me ']",2675,Lee Towers & Anita Meyer,['Lee Towers & Anita Meyer']
6990,6008,Moscow Nights,['Moscow Nights'],2683,Anya,['Anya']
6945,6012,Hit And Run,['Hit And Run'],2662,Total Contrast,['Total Contrast']
6725,6016,"Kom Op, We Zetten Alles Op Z'n Kop!","[""Kom Op, We Zetten Alles Op Z'n Kop!""]",2569,De Deurzakkers,['De Deurzakkers']
6994,6019,I'm A Lover,"[""I'm A Lover""]",2687,Andrea,['Andrea']
7006,6031,Remember The Good Times,['Remember The Good Times'],2692,Frank Ashton,['Frank Ashton']
7013,6038,Let's Take You Back (To The Good Old Days),"[""Let's Take You Back (To The Good Old Days)"", ""Let's Take You Back "", 'To The Good Old Days', ""Let's Take You Back To The Good Old Days""]",2695,Tommies,['Tommies']
7015,6045,It Was Love,['It Was Love'],2697,Frank Duval & Kalina Maloyer,['Frank Duval & Kalina Maloyer']
6477,6050,Just Can't Stand It,"[""Just Can't Stand It""]",2457,Matt Bianco,['Matt Bianco']
7018,6057,Suspicious Minds,['Suspicious Minds'],2700,FYC : Fine Young Cannibals,['FYC : Fine Young Cannibals']
7021,6059,Two Fools In Love,['Two Fools In Love'],2702,Lori Spee & Gary Brooker,['Lori Spee & Gary Brooker']
7022,6060,Living Doll,['Living Doll'],2703,Comic Relief presents: Cliff Richard and The Young Ones featuring: Hank Marvin,"['Comic Relief presents: Cliff Richard and The Young Ones featuring: Hank Marvin', 'Comic Relief presents: Cliff Richard and The Young Ones ']"
7023,6063,Don't You Want My Love,"[""Don't You Want My Love""]",2704,Nicole McCloud,['Nicole McCloud']
7024,6064,The Way To Love/ Het Is Nog Niet Te Laat,"['The Way To Love', ' Het Is Nog Niet Te Laat']",2705,Frank Affolter,['Frank Affolter']
6980,6069,We've Got Tonight,"[""We've Got Tonight""]",2675,Lee Towers & Anita Meyer,['Lee Towers & Anita Meyer']
3163,6075,Iedereen Doet 't,"[""Iedereen Doet 't""]",1092,Robert Long,['Robert Long']
6776,6085,You're Gonna Be Mine,"[""You're Gonna Be Mine""]",2588,Novo Band,['Novo Band']
7039,6086,Stars,['Stars'],2714,Hear 'n Aid,"[""Hear 'n Aid""]"
7044,6094,Right Between The Eyes,['Right Between The Eyes'],2719,Wax ((1986)),"['Wax ((1986))', 'Wa']"
7070,6102,That's What They Say About Love,"[""That's What They Say About Love""]",2724,Flip,['Flip']
7071,6103,On My Own,['On My Own'],2725,Patti La Belle and Michael McDonald,['Patti La Belle and Michael McDonald']
7080,6110,For The Longest Time,['For The Longest Time'],2728,Satisfy,['Satisfy']
7081,6112,In The Middle Of The Night,['In The Middle Of The Night'],2729,I've Got The Bullets,"[""I've Got The Bullets""]"
7082,6116,Hands Across America,['Hands Across America'],2730,Voices Of America,['Voices Of America']
4307,6117,These Dreams,['These Dreams'],1542,Heart ((USA)),['Heart ((USA))']
6593,6125,Holly Rock,['Holly Rock'],2516,Sheila E.,['Sheila E.']
7096,6146,Leave It To Luck,['Leave It To Luck'],2741,Topper Headon,['Topper Headon']
7103,6155,You've Got Me Keyed Up,"[""You've Got Me Keyed Up""]",2745,A-nita ((Heilker)),"['A-nita ((Heilker))', 'A']"
7116,6169,Zandvoort,['Zandvoort'],2754,Pasadena Dream Band,['Pasadena Dream Band']
6494,6173,Ratsmodee,['Ratsmodee'],2463,Danny De Munk,['Danny De Munk']
7120,6176,Bolero (Hold Me In Your Arms Again),"['Bolero (Hold Me In Your Arms Again)', 'Bolero ', 'Hold Me In Your Arms Again', 'Bolero Hold Me In Your Arms Again']",2757,Fancy ((DEU)),['Fancy ((DEU))']
7121,6177,Holland Rep,['Holland Rep'],2758,Haagse Harry en Hollandscheveldse Hendrik,['Haagse Harry en Hollandscheveldse Hendrik']
4940,6179,Waiting To See You,['Waiting To See You'],1806,Dan Hartman,['Dan Hartman']
7123,6180,Give A Little Love,['Give A Little Love'],2760,Hammond and West with The Junior Choir Of The British School,"['Hammond and West with The Junior Choir Of The British School', 'Hammond and West ']"
7047,6213,Lonely Girl,['Lonely Girl'],2720,René Shuman,['René Shuman']
7147,6214,Love Can't Turn Around,"[""Love Can't Turn Around""]",2773,Farley 'Jackmaster' Funk & Jessie Saunders,"[""Farley 'Jackmaster' Funk & Jessie Saunders""]"
5039,6220,Don't Stand So Close To Me '86,"[""Don't Stand So Close To Me '86""]",1847,The Police,['The Police']
7149,6221,Ego,['Ego'],2775,Nat Augustin,['Nat Augustin']
7191,6255,Later Als Je Groot Bent,['Later Als Je Groot Bent'],2784,Henny Huisman,['Henny Huisman']
7203,6269,Rock Around The Clock,['Rock Around The Clock'],2789,Zangeres Zonder Naam & Normaal,['Zangeres Zonder Naam & Normaal']
3164,6278,Geef Ons Vrede,['Geef Ons Vrede'],1092,Robert Long,['Robert Long']
7244,6320,Still Loving You,['Still Loving You'],2813,Scorpions ((DEU)),['Scorpions ((DEU))']
7261,6346,Cross That Bridge,['Cross That Bridge'],2822,The Ward Brothers,['The Ward Brothers']
7265,6355,Let It Be,['Let It Be'],2824,Ferry Aid,['Ferry Aid']
7272,6367,I Need A Love,['I Need A Love'],2830,The Boxx,"['The Boxx', 'The Bo']"
6807,6379,Midnight To Midnight,['Midnight To Midnight'],2601,Gerard Joling,['Gerard Joling']
7279,6384,Let's Hang On,"[""Let's Hang On""]",2836,Nancy Boyd & The Cappello's,"[""Nancy Boyd & The Cappello's""]"
7299,6394,High Society Medley,['High Society Medley'],2843,David Ray,['David Ray']
7301,6400,S.O.S. Mozambique,['S.O.S. Mozambique'],2845,Dutch Artists Sing For Mozambique,['Dutch Artists Sing For Mozambique']
6833,6417,Love Is In The Air,['Love Is In The Air'],2609,Steve Allen,['Steve Allen']
1892,6421,Viva America,['Viva America'],609,George Baker Selection,['George Baker Selection']
4308,6424,Alone,['Alone'],1542,Heart ((USA)),['Heart ((USA))']
7035,6463,Second Chance,['Second Chance'],2710,Frizzle Sizzle,['Frizzle Sizzle']
7045,6473,Building A Bridge To Your Heart,['Building A Bridge To Your Heart'],2719,Wax ((1986)),"['Wax ((1986))', 'Wa']"
7360,6475,C'est La Ouate - Remix,"[""C'est La Ouate - Remix"", ""C'est La Ouate ""]",2878,Carol'in,"[""Carol'in""]"
2897,6487,I'm In It For Love,"[""I'm In It For Love""]",1018,Donny Osmond,['Donny Osmond']
7389,6502,Wipeout!,['Wipeout!'],2891,Fat Boys and The Beach Boys,['Fat Boys and The Beach Boys']
6239,6509,Welkom In Utopia 2,['Welkom In Utopia 2'],2355,Frank Boeijen Groep,['Frank Boeijen Groep']
5482,6515,Stars On Frankie,['Stars On Frankie'],2064,Stars On 45,['Stars On 45']
1893,6530,Bella Maria,['Bella Maria'],609,George Baker Selection,['George Baker Selection']
3947,6543,A New Tomorrow,['A New Tomorrow'],1395,Piet Veerman,['Piet Veerman']
7423,6578,(Baby Tell Me) Can You Dance,"['(Baby Tell Me) Can You Dance', 'Baby Tell Me', 'Baby Tell Me Can You Dance']",2914,Shanice Wilson,['Shanice Wilson']
7425,6581,Koud Hè,['Koud Hè'],2916,The V-Boys,"['The V-Boys', 'The V']"
7433,6590,Stuck On Earth,['Stuck On Earth'],2920,Alf,['Alf']
7434,6591,Rits,['Rits'],2921,Bertus Staigerpaip,['Bertus Staigerpaip']
7359,6597,Packjammed With The Party Posse,['Packjammed With The Party Posse'],2877,Stock Aitken Waterman,['Stock Aitken Waterman']
7444,6598,Females,['Females'],2924,The Cookie Crew,['The Cookie Crew']
7445,6603,Tighten Up (I Just Can't Stop Dancin'),"[""Tighten Up (I Just Can't Stop Dancin')"", 'Tighten Up ', ""I Just Can't Stop Dancin'"", ""Tighten Up I Just Can't Stop Dancin'""]",2925,Wally Jump Jnr. & The Criminal Element,['Wally Jump Jnr. & The Criminal Element']
7447,6609,I Think We're Alone Now,"[""I Think We're Alone Now""]",2927,Tiffany ((USA)),['Tiffany ((USA))']
7459,6611,De Hoofdman Was Knuppeldik,['De Hoofdman Was Knuppeldik'],2929,Normaal en De Glanerbrugger Muzikanten,['Normaal en De Glanerbrugger Muzikanten']
7462,6618,Dat Had Je Nou Niet Moeten Doen/ Happy With Barry,"['Dat Had Je Nou Niet Moeten Doen', ' Happy With Barry']",2932,Barry Hughes,['Barry Hughes']
5245,6620,A Little Piece Of Heaven,['A Little Piece Of Heaven'],1952,Godley & Creme,['Godley & Creme']
3180,6627,Vanavond Gaan We Stappen,['Vanavond Gaan We Stappen'],1102,Arie Ribbens,['Arie Ribbens']
7472,6631,Tiet Veur 'Un Pafke!,"[""Tiet Veur 'Un Pafke!""]",2938,Harko + Pao,['Harko + Pao']
7473,6634,Tired Of Getting Pushed Around,['Tired Of Getting Pushed Around'],2939,2 Men A Drum Machine & A Trumpet,['2 Men A Drum Machine & A Trumpet']
7474,6636,KNMI,['KNMI'],2940,Tony Peroni & His All Stars,['Tony Peroni & His All Stars']
7479,6639,Reckless,['Reckless'],2943,Afrika Bambaataa and Family featuring UB40,"['Afrika Bambaataa and Family featuring UB40', 'Afrika Bambaataa and Family ']"
7481,6645,Rok Da House,['Rok Da House'],2945,The Beatmasters featuring The Cookie Crew,"['The Beatmasters featuring The Cookie Crew', 'The Beatmasters ']"
7502,6656,Play It Cool,['Play It Cool'],2952,Freiheit,['Freiheit']
4861,6662,Sleepin Bird,['Sleepin Bird'],1760,Herman Brood & His Wild Romance,['Herman Brood & His Wild Romance']
7073,6664,Say It Again,['Say It Again'],2726,Jermaine Stewart,['Jermaine Stewart']
7525,6668,Maladie D'amour,"[""Maladie D'amour""]",2961,Robert Strating,['Robert Strating']
7526,6669,Shotgun,['Shotgun'],2962,Selena,['Selena']
7529,6671,Yé Ké Yé Ké,['Yé Ké Yé Ké'],2963,Mory Kante,['Mory Kante']
7530,6672,Song For Nadim,['Song For Nadim'],2964,Yann Andersen,['Yann Andersen']
7534,6683,Love Lies,['Love Lies'],2968,Ellert,['Ellert']
7535,6685,Faith,['Faith'],2969,The Wee Papa Girl Rappers,['The Wee Papa Girl Rappers']
7448,6693,Could've Been,"[""Could've Been""]",2927,Tiffany ((USA)),['Tiffany ((USA))']
7554,6705,Get It,['Get It'],2979,Michael Jackson and Stevie Wonder,['Michael Jackson and Stevie Wonder']
7048,6713,Sweet Lovin',"[""Sweet Lovin'""]",2720,René Shuman,['René Shuman']
6229,6714,Blue Monday 1988,['Blue Monday 1988'],2353,New Order,['New Order']
1403,6719,Ponte A Cantar,['Ponte A Cantar'],442,José Feliciano,['José Feliciano']
7593,6742,Doctorin' The Tardis,"[""Doctorin' The Tardis""]",2998,The Timelords,['The Timelords']
7597,6746,Oh Patti,['Oh Patti'],3001,Scritti Politti + Miles Davis,['Scritti Politti + Miles Davis']
7600,6750,Aanvallen!,['Aanvallen!'],3004,Holland ((1988)),['Holland ((1988))']
7607,6757,Joint Mix,['Joint Mix'],3008,Tolga Flim Flam Balkan,['Tolga Flim Flam Balkan']
6647,6764,Love Cat,['Love Cat'],2529,Roberto Jacketti & The Scooters,['Roberto Jacketti & The Scooters']
5112,6767,Samantha,['Samantha'],1869,Diesel,['Diesel']
7624,6770,En La Playa,['En La Playa'],3014,Los Fieras,['Los Fieras']
7626,6774,Heat It Up,['Heat It Up'],3016,The Wee Papa Girl Rappers featuring 2 Men and A Drum Machine,"['The Wee Papa Girl Rappers featuring 2 Men and A Drum Machine', 'The Wee Papa Girl Rappers ']"
7639,6790,Dancin' Easy,"[""Dancin' Easy""]",3024,Funhouse,['Funhouse']
3948,6798,Whenever You Need Me,['Whenever You Need Me'],1395,Piet Veerman,['Piet Veerman']
7049,6803,Cause You're Not Here,"[""Cause You're Not Here""]",2720,René Shuman,['René Shuman']
7527,6811,So Far Away,['So Far Away'],2962,Selena,['Selena']
7645,6819,I Don't Want Your Love,"[""I Don't Want Your Love""]",3030,Duranduran,['Duranduran']
6809,6832,Read My Lips,['Read My Lips'],2601,Gerard Joling,['Gerard Joling']
